repository,repo_url,file_path,line_number,code_snippet,explanation
jiaruncao/adversial_example_defense,https://github.com/jiaruncao/adversial_example_defense,attack/example/deepfool_mnist.py,164,"    162:     n_sample = X_data.shape[0]
    163:     n_batch = int((n_sample+batch_size-1) / batch_size)
>>> 164:     for epoch in range(epochs):
    165:         print('\nEpoch {0}/{1}'.format(epoch + 1, epochs))
    166: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
jiaruncao/adversial_example_defense,https://github.com/jiaruncao/adversial_example_defense,attack/example/deepfool_mnist.py,174,"    172:             y_data = y_data[ind]
    173: 
>>> 174:         for batch in range(n_batch):
    175:             print(' batch {0}/{1}'.format(batch + 1, n_batch), end='\r')
    176:             start = batch * batch_size",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
jiaruncao/adversial_example_defense,https://github.com/jiaruncao/adversial_example_defense,attack/example/deepfool_mnist.py,201,"    199:     yval = np.empty((n_sample, n_classes))
    200: 
>>> 201:     for batch in range(n_batch):
    202:         print(' batch {0}/{1}'.format(batch + 1, n_batch), end='\r')
    203:         start = batch * batch_size",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
jiaruncao/adversial_example_defense,https://github.com/jiaruncao/adversial_example_defense,attack/example/deepfool_mnist.py,221,"    219:     X_adv = np.empty_like(X_data)
    220: 
>>> 221:     for batch in range(n_batch):
    222:         print(' batch {0}/{1}'.format(batch + 1, n_batch), end='\r')
    223:         start = batch * batch_size",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
Vucko95/Computer-Science-Notes-Only-Source-Code-,https://github.com/Vucko95/Computer-Science-Notes-Only-Source-Code-,Advance Machine Learning/basic_reinforcement_learning-master/tutorial11/code/train_cartpole_pg.py,241,"    239: policy_grad = policy_gradient()
    240: value_grad = value_gradient()
>>> 241: sess = tf.InteractiveSession()
    242: sess.run(tf.initialize_all_variables())
    243:                             # 2. For iteration=1,2,... do",TF Session assigned without .close() or context manager. GPU memory is never released.
Vucko95/Computer-Science-Notes-Only-Source-Code-,https://github.com/Vucko95/Computer-Science-Notes-Only-Source-Code-,Advance Machine Learning/basic_reinforcement_learning-master/tutorial11/code/train_cartpole_pg.py,165,"    163:                             # 2.1 Collect a set of trajectories by executing the current policy obtaining
    164:                             #     $\mathbf{s}_{0:H},\mathbf{a}_{0:H},r_{0:H}$
>>> 165:     for _ in range(200):
    166:         if render:
    167:             env.render()",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
Vucko95/Computer-Science-Notes-Only-Source-Code-,https://github.com/Vucko95/Computer-Science-Notes-Only-Source-Code-,Advance Machine Learning/basic_reinforcement_learning-master/tutorial11/code/train_cartpole_pg.py,186,"    184:             break
    185:                             # 2.2 At each timestep in each trajectory, compute
>>> 186:     for index, trans in enumerate(transitions):
    187:         # invidivual transition
    188:         obs, action, reward = trans",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
nikhil-kotecha/Emotional_Dialogue,https://github.com/nikhil-kotecha/Emotional_Dialogue,rl_model/chat_train.py,322,"    320:         train_op, loss, input_tensors, inter_value = model.build_model()
    321:         tf_states, tf_actions, tf_feats = model.build_generator()
>>> 322:         sess = tf.InteractiveSession()
    323:         saver = tf.train.Saver(max_to_keep=100)
    324:         if checkpoint:",TF Session assigned without .close() or context manager. GPU memory is never released.
nikhil-kotecha/Emotional_Dialogue,https://github.com/nikhil-kotecha/Emotional_Dialogue,rl_model/chat_train.py,346,"    344:             lr=learning_rate) ## learning rate
    345:         _, _, word_vectors, caption, caption_mask, reverse_inter = reversed_model.build_model()## all the other stuff
>>> 346:         sess2 = tf.InteractiveSession()
    347:         saver2 = tf.train.Saver()
    348:         saver2.restore(sess2, os.path.join(reversed_model_path, reversed_model_name))",TF Session assigned without .close() or context manager. GPU memory is never released.
nikhil-kotecha/Emotional_Dialogue,https://github.com/nikhil-kotecha/Emotional_Dialogue,rl_model/chat_train.py,353,"    351:     dr = Data_Reader(cur_train_index=config.cur_train_index, load_list=config.load_list) ## data reader .py
    352: 
>>> 353:     for epoch in range(start_epoch, epochs):
    354:         n_batch = dr.get_batch_num(batch_size) ## get batch num  so not recycling
    355:         sb = start_batch if epoch == start_epoch else 0 ###  check start batch",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
nikhil-kotecha/Emotional_Dialogue,https://github.com/nikhil-kotecha/Emotional_Dialogue,rl_model/chat_train.py,356,"    354:         n_batch = dr.get_batch_num(batch_size) ## get batch num  so not recycling
    355:         sb = start_batch if epoch == start_epoch else 0 ###  check start batch
>>> 356:         for batch in range(sb, n_batch): ## for loop
    357:             start_time = time.time()
    358: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
nikhil-kotecha/Emotional_Dialogue,https://github.com/nikhil-kotecha/Emotional_Dialogue,rl_model/chat_train.py,404,"    402:                 # ease of answering
    403:                 dull_loss = []
>>> 404:                 for vector in action_feats:
    405:                     # this should be double checked
    406:                     action_batch_X = np.array([vector for _ in range(batch_size)]) ### normal stuff here,",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
praveendareddy21/Stacked_LSTMS_Highway_Residual_On_TimeSeries_Datasets,https://github.com/praveendareddy21/Stacked_LSTMS_Highway_Residual_On_TimeSeries_Datasets,highway_lstm_model_plotlib.py,323,"    321:     best_accuracy = 0.0
    322:     # Start training for each batch and loop epochs
>>> 323:     for i in range(config.training_epochs):
    324:         for start, end in zip(range(0, config.train_count, config.batch_size),
    325:                               range(config.batch_size, config.train_count + 1, config.batch_size)):",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
praveendareddy21/Stacked_LSTMS_Highway_Residual_On_TimeSeries_Datasets,https://github.com/praveendareddy21/Stacked_LSTMS_Highway_Residual_On_TimeSeries_Datasets,highway_lstm_model_plotlib.py,324,"    322:     # Start training for each batch and loop epochs
    323:     for i in range(config.training_epochs):
>>> 324:         for start, end in zip(range(0, config.train_count, config.batch_size),
    325:                               range(config.batch_size, config.train_count + 1, config.batch_size)):
    326:             if config.tensor_board_logging_enabled:",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
Linging/Traffic-Signal-Control,https://github.com/Linging/Traffic-Signal-Control,Agent/dqn_nips.py,40,"    38:         self.create_training_method()
    39: 
>>> 40:         self.session = tf.InteractiveSession()
    41:         self.saver = tf.train.Saver()
    42:         self.session.run(tf.global_variables_initializer())",TF Session assigned without .close() or context manager. GPU memory is never released.
tanishkasingh9/quadrotorjuggling,https://github.com/tanishkasingh9/quadrotorjuggling,spg_quadball.py,78,"    76:         episode_rewards = []             # to record list of rewards
    77: 
>>> 78:         for i in range(self.runs_per_epoch):
    79:             while not done:
    80:                 observation_buffer.append(obs.copy())",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
tanishkasingh9/quadrotorjuggling,https://github.com/tanishkasingh9/quadrotorjuggling,spg_quadball.py,79,"    77: 
    78:         for i in range(self.runs_per_epoch):
>>> 79:             while not done:
    80:                 observation_buffer.append(obs.copy())
    81:                 act = self.sess.run(self.actions, {self.observations_ph: obs.reshape(1,-1)})[0]",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
tanishkasingh9/quadrotorjuggling,https://github.com/tanishkasingh9/quadrotorjuggling,spg_quadball.py,111,"    109:         saver.restore(self.sess, SAVED_MODEL_PATH)
    110:         no_of_runs = self.epochs
>>> 111:         for i in range(no_of_runs):
    112:             done = False
    113:             obs = env.reset()",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
tanishkasingh9/quadrotorjuggling,https://github.com/tanishkasingh9/quadrotorjuggling,spg_quadball.py,114,"    112:             done = False
    113:             obs = env.reset()
>>> 114:             while not done:
    115:                 act = self.sess.run(self.actions, {self.observations_ph: obs.reshape(1,-1)})[0]
    116:                 done, obs, rew = env.step(act)",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
neevsamuel/LearningToDetect,https://github.com/neevsamuel/LearningToDetect,BPSK_comp_data_normalized.py,155,"    153: snrdb_low_test & snrdb_high_test & num_snr - when testing, num_snr different SNR values will be tested, uniformly spread between snrdb_low_test and snrdb_high_test 
    154: """"""
>>> 155: sess = tf.InteractiveSession()
    156: 
    157: #parameters",TF Session assigned without .close() or context manager. GPU memory is never released.
neevsamuel/LearningToDetect,https://github.com/neevsamuel/LearningToDetect,BPSK_comp_data_normalized.py,379,"    377: sess.run(init_op)
    378: #Training DetNet
>>> 379: for i in range(train_iter): #num of train iter
    380:     batch_Y, batch_H, batch_HY, batch_HH, batch_X , SNR1,x_ind= generate_data_train(train_batch_size,K,N,snr_low,snr_high)
    381:     train_step.run(feed_dict={HY: batch_HY, HH: batch_HH, X: batch_X, X_IND:x_ind})",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
neevsamuel/LearningToDetect,https://github.com/neevsamuel/LearningToDetect,BPSK_comp_data_normalized.py,428,"    426: tmp_ber_iter=np.zeros([L,test_iter])
    427: ber_iter=np.zeros([L,num_snr])
>>> 428: for j in range(num_snr):
    429:     for jj in range(test_iter):
    430:         print('snr:')",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
neevsamuel/LearningToDetect,https://github.com/neevsamuel/LearningToDetect,BPSK_comp_data_normalized.py,429,"    427: ber_iter=np.zeros([L,num_snr])
    428: for j in range(num_snr):
>>> 429:     for jj in range(test_iter):
    430:         print('snr:')
    431:         print(snrdb_list[j])",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
adityagilra/archibrain,https://github.com/adityagilra/archibrain,DNC_ANALYSIS/One-Shot-NTM/Omniglot.py,19,"    17: def omniglot():
    18: 
>>> 19:     sess = tf.InteractiveSession()
    20: 
    21:     input_ph = tf.placeholder(dtype=tf.float32, shape=(16,50,400))   #(batch_size, time, input_dim)",TF Session assigned without .close() or context manager. GPU memory is never released.
JRC1995/Chatbot,https://github.com/JRC1995/Chatbot,Scripted/Subscripts/process_pkl.py,15,"    13: def process():
    14:     tf.disable_eager_execution()
>>> 15:     sess = tf.InteractiveSession(graph=tf.Graph())
    16: 
    17:     ConvRT_model = hub.Module(""../Sentence_Encoder/Embeddings/ConvRT/"")",TF Session assigned without .close() or context manager. GPU memory is never released.
prannayk/videoMultiGAN,https://github.com/prannayk/videoMultiGAN,_old/mnistvideogan.py,380,"    378: gan = VideoGAN()
    379: embedding, sentence, real_video, d_loss, g_loss, prob_fake, prob_real = gan.build_model()
>>> 380: session = tf.InteractiveSession(config=tf.ConfigProto(log_device_placement=True))
    381: 
    382: g_weight_list = [i for i in filter(lambda x: x.name.startswith(""videogan_gen""),tf.trainable_variables())] ",TF Session assigned without .close() or context manager. GPU memory is never released.
nimadehmamy/3D-ELI-FUEL,https://github.com/nimadehmamy/3D-ELI-FUEL,paper/old-src/net3d_v9_4_6.py,85,"    83:         tt.tic()
    84:         # All calcs done in self.session
>>> 85:         self.session = tf.InteractiveSession()
    86:         # All dynamical equations kept in assignments
    87:         self.assignments = tuple()",TF Session assigned without .close() or context manager. GPU memory is never released.
prannayk/videoMultiGAN,https://github.com/prannayk/videoMultiGAN,elements/convwgan4.py,242,"    240: 
    241: embedding, vector, real_image, d_loss, g_loss, prob_fake, prob_real = gan.build_model()
>>> 242: session  = tf.InteractiveSession(config=tf.ConfigProto(log_device_placement=False))
    243: # relevant weight list
    244: g_weight_list = [i for i in (filter(lambda x: x.name.startswith(""gen""),tf.trainable_variables()))]",TF Session assigned without .close() or context manager. GPU memory is never released.
ianholing/image_dataset_creator_for_ML,https://github.com/ianholing/image_dataset_creator_for_ML,ImageClassifier.py,147,"    145:                 writer = tf.summary.FileWriter(self.logs_path, graph=tf.get_default_graph())
    146:                 saver = tf.train.Saver()
>>> 147:                 for epoch in range(self.training_epochs):                    
    148:                     # Image and Label get Batches from pipeline
    149:                     batch_images, batch_labels = sess.run([self.train_image_batch, self.train_label_batch])",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
ianholing/image_dataset_creator_for_ML,https://github.com/ianholing/image_dataset_creator_for_ML,ImageClassifier.py,207,"    205:         y_conv = self.sess.graph.get_tensor_by_name(""output:0"")
    206:             
>>> 207:         for image_path in os.listdir(source_path):
    208:             filename = source_path +""/""+ image_path
    209:             if os.path.isdir(filename):",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,322,"    320:     config.gpu_options.per_process_gpu_memory_fraction = 0.9 # maximun alloc gpu90% of MEM
    321:     config.gpu_options.allow_growth = True #allocate dynamically 
>>> 322:     sess = tf.InteractiveSession(config=config)
    323: 
    324:     optimizer = optimizer_factory[options['optimizer']](**options['opt_arg'][options['optimizer']])",TF Session assigned without .close() or context manager. GPU memory is never released.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,511,"    509:     config.gpu_options.per_process_gpu_memory_fraction = 0.9 # maximun alloc gpu50% of MEM
    510:     config.gpu_options.allow_growth = True #allocate dynamically
>>> 511:     sess = tf.InteractiveSession(config = config)
    512: 
    513:     with tf.device(""/cpu:0""):",TF Session assigned without .close() or context manager. GPU memory is never released.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,657,"    655:     config.gpu_options.per_process_gpu_memory_fraction = 0.3 # maximun alloc gpu50% of MEM
    656:     config.gpu_options.allow_growth = True #allocate dynamically 
>>> 657:     sess = tf.InteractiveSession(config = config)
    658: 
    659:     with tf.device(""/cpu:0""):",TF Session assigned without .close() or context manager. GPU memory is never released.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,343,"    341:     tStart_total = time.time()
    342:    
>>> 343:     for epoch in range(options['max_epochs']):
    344:         facial_map_accuracy_dict_all = {}
    345:         facial_map_precision_dict_all = {}",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,368,"    366:         loss_facial_negative_loss_all_list = np.zeros(len(train_data))
    367: 
>>> 368:         for current_batch_file_idx in range(len(train_data)):
    369:             print('\r ',current_batch_file_idx,'/',len(train_data),end = '    ')
    370:             #logging.info(""current_batch_file_idx = {:d}"".format(current_batch_file_idx))",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,522,"    520:     
    521:     test_epoch_start = 29
>>> 522:     for epoch in epoch_list:
    523:         epoch_exact = epoch + test_epoch_start
    524:         facial_map_accuracy_dict_all = {}",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,541,"    539: 
    540:         result = []
>>> 541:         for current_batch_file_idx in range(len(test_data)):
    542:             print('\r ', current_batch_file_idx, '/', len(test_data), end = '      ')
    543:             current_batch = h5py.File(test_data[current_batch_file_idx],'r')",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,670,"    668: 
    669:     test_epoch_start = 25
>>> 670:     for epoch in epoch_list:        
    671:         epoch_exact = epoch + test_epoch_start
    672:         if os.path.exists(result_save_dir+'/'+ task +'/' +str(epoch_exact)+'.npy'):",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,680,"    678: 
    679:         result = []
>>> 680:         for current_batch_file_idx in range(len(test_data)):
    681: 
    682:             print('\r ',current_batch_file_idx,'/',len(test_data),end = '      ')",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
benja-wu/CozmoSelfDriveToyUsingCNN,https://github.com/benja-wu/CozmoSelfDriveToyUsingCNN,CozmoAutoDriveCNN/DriveTool/drive_by_cnn.py,47,"    45:     def __init__(self, coz):
    46:         self.cozmo = coz
>>> 47:         self.sess = tf.InteractiveSession()
    48:         self.drive_forwards = 0
    49:         self.drive_back = 0",TF Session assigned without .close() or context manager. GPU memory is never released.
vLAR-group/UnsupObjSeg,https://github.com/vLAR-group/UnsupObjSeg,IODINE/eval.py,145,"    143:     }
    144: 
>>> 145:     sess = tf.InteractiveSession()
    146: 
    147:     # create a sacred run",TF Session assigned without .close() or context manager. GPU memory is never released.
vLAR-group/UnsupObjSeg,https://github.com/vLAR-group/UnsupObjSeg,IODINE/eval.py,163,"    161:                                 max_ins_num=7,)
    162: 
>>> 163:     for index in tqdm(range(n_samples), ncols=90):
    164:         rinfo = sess.run(info)
    165: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
vafaei-ar/drama,https://github.com/vafaei-ar/drama,drama/trash/NN.py,114,"    112: 		all_distances = tf.reduce_sum(tf.abs(tf.subtract(x_data_train, tf.expand_dims(x_data_test,1))), axis=2)
    113: 		min_distance = tf.reduce_min(all_distances, reduction_indices=[1])
>>> 114: 		for inds in np.array_split(np.arange(num), n_divide):
    115: 			dis_out[inds] = sess.run(min_distance, feed_dict={x_data_train: components, x_data_test: X[inds]})
    116: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
vafaei-ar/drama,https://github.com/vafaei-ar/drama,drama/trash/NN.py,120,"    118: 		all_distances = tf.sqrt(tf.reduce_sum(tf.square(tf.subtract(x_data_train, tf.expand_dims(x_data_test,1))), reduction_indices=1))
    119: 		min_distance = tf.reduce_min(all_distances, reduction_indices=[1])
>>> 120: 		for inds in np.array_split(np.arange(num), n_divide):
    121: 			dis_out[inds] = sess.run(min_distance, feed_dict={x_data_train: components, x_data_test: X[inds]})
    122: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
vafaei-ar/drama,https://github.com/vafaei-ar/drama,drama/trash/NN.py,126,"    124: 		all_distances = tf.sqrt(tf.sqrt(tf.reduce_sum(tf.square(tf.square(tf.subtract(x_data_train, tf.expand_dims(x_data_test,1)))), reduction_indices=1)))
    125: 		min_distance = tf.reduce_min(all_distances, reduction_indices=[1])
>>> 126: 		for inds in np.array_split(np.arange(num), n_divide):
    127: 			dis_out[inds] = sess.run(min_distance, feed_dict={x_data_train: components, x_data_test: X[inds]})
    128: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
vafaei-ar/drama,https://github.com/vafaei-ar/drama,drama/trash/NN.py,133,"    131: #		distance = tf.reduce_sum(tf.exp(tf.abs(tf.subtract(x_data_train, tf.expand_dims(x_data_test,1)))), axis=2)
    132: 		min_distance = tf.reduce_min(all_distances, reduction_indices=[1])
>>> 133: 		for inds in np.array_split(np.arange(num), n_divide):
    134: 			dis_out[inds] = sess.run(min_distance, feed_dict={x_data_train: components, x_data_test: X[inds]})
    135: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
greydanus/dnc,https://github.com/greydanus/dnc,handwriting/train.py,66,"    64: 
    65: # build graph
>>> 66: sess = tf.InteractiveSession()
    67: 
    68: llprint(""building graph...\n"")",TF Session assigned without .close() or context manager. GPU memory is never released.
greydanus/dnc,https://github.com/greydanus/dnc,handwriting/train.py,124,"    122: # train, baby, train
    123: loss_history = []
>>> 124: for i in xrange(global_step, FLAGS.iterations + 1):
    125:     llprint(""\rIteration {}/{}"".format(i, FLAGS.iterations))
    126: ",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
wangzhuanxing123/DQN_Maze,https://github.com/wangzhuanxing123/DQN_Maze,DQN_Maze.py,48,"    46:         self.bug = 0  
    47:         self.creat_network()
>>> 48:         self.session = tf.InteractiveSession()
    49:         self.session.run(tf.global_variables_initializer())
    50: ",TF Session assigned without .close() or context manager. GPU memory is never released.
cai-lw/image-captioning-chinese,https://github.com/cai-lw/image-captioning-chinese,lstm.py,80,"    78: n_train = len(train_idx)
    79: 
>>> 80: sess = tf.InteractiveSession()
    81: 
    82: img = tf.placeholder(tf.float32, shape=[None, d_feature], name='img')",TF Session assigned without .close() or context manager. GPU memory is never released.
cai-lw/image-captioning-chinese,https://github.com/cai-lw/image-captioning-chinese,lstm.py,137,"    135:     batch_loglike_sum = np.zeros((first_dim,), dtype=np.float32)
    136:     zero_state = np.zeros((first_dim, n_hidden), dtype=np.float32)
>>> 137:     for t in range(max_step - 1):
    138:         if t == 0:
    139:             batch_seq_in[:, 0] = vocab['<BEG>']",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
cai-lw/image-captioning-chinese,https://github.com/cai-lw/image-captioning-chinese,lstm.py,198,"    196: accum_loss = 0
    197: shuffle_idx = np.random.permutation(n_train)
>>> 198: for i_epoch in range(n_epoch):
    199:     for i_batch in range(batch_per_epoch):
    200:         batch_idx = shuffle_idx[i_batch * batch_size:(i_batch + 1) * batch_size]",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
cai-lw/image-captioning-chinese,https://github.com/cai-lw/image-captioning-chinese,lstm.py,199,"    197: shuffle_idx = np.random.permutation(n_train)
    198: for i_epoch in range(n_epoch):
>>> 199:     for i_batch in range(batch_per_epoch):
    200:         batch_idx = shuffle_idx[i_batch * batch_size:(i_batch + 1) * batch_size]
    201:         batch_img = train_img[train_idx[batch_idx] - 1, :]",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
bethgelab/AnalysisBySynthesis,https://github.com/bethgelab/AnalysisBySynthesis,abs_models/models.py,266,"    264:     import tensorflow as tf
    265:     from madry.mnist_challenge.model import Model
>>> 266:     sess = tf.InteractiveSession()
    267:     model = Model()
    268:     model_file = tf.train.latest_checkpoint(load_path)",TF Session assigned without .close() or context manager. GPU memory is never released.
PacktPublishing/Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,https://github.com/PacktPublishing/Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,lesson4.3/Lambdapack/tensorflow/python/debug/examples/debug_mnist.py,57,"    55:     return {x: xs, y_: ys}
    56: 
>>> 57:   sess = tf.InteractiveSession()
    58: 
    59:   # Create the MNIST neural network graph.",TF Session assigned without .close() or context manager. GPU memory is never released.
PacktPublishing/Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,https://github.com/PacktPublishing/Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,lesson4.3/Lambdapack/tensorflow/python/debug/examples/debug_mnist.py,128,"    126:   # Add this point, sess is a debug wrapper around the actual Session if
    127:   # FLAGS.debug is true. In that case, calling run() will launch the CLI.
>>> 128:   for i in range(FLAGS.max_steps):
    129:     acc = sess.run(accuracy, feed_dict=feed_dict(False))
    130:     print(""Accuracy at step %d: %s"" % (i, acc))",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
gyang274/tensorflow-serving-tutorial,https://github.com/gyang274/tensorflow-serving-tutorial,src/serving/tensorflow/tensorflow/python/debug/examples/debug_mnist.py,57,"    55:     return {x: xs, y_: ys}
    56: 
>>> 57:   sess = tf.InteractiveSession()
    58: 
    59:   # Create the MNIST neural network graph.",TF Session assigned without .close() or context manager. GPU memory is never released.
gyang274/tensorflow-serving-tutorial,https://github.com/gyang274/tensorflow-serving-tutorial,src/serving/tensorflow/tensorflow/python/debug/examples/debug_mnist.py,128,"    126:   # Add this point, sess is a debug wrapper around the actual Session if
    127:   # FLAGS.debug is true. In that case, calling run() will launch the CLI.
>>> 128:   for i in range(FLAGS.max_steps):
    129:     acc = sess.run(accuracy, feed_dict=feed_dict(False))
    130:     print(""Accuracy at step %d: %s"" % (i, acc))",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
PacktPublishing/Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,https://github.com/PacktPublishing/Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,Chapter04/lesson4.4/tensorflow/python/debug/examples/debug_mnist.py,57,"    55:     return {x: xs, y_: ys}
    56: 
>>> 57:   sess = tf.InteractiveSession()
    58: 
    59:   # Create the MNIST neural network graph.",TF Session assigned without .close() or context manager. GPU memory is never released.
PacktPublishing/Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,https://github.com/PacktPublishing/Hands-On-Serverless-Deep-Learning-with-TensorFlow-and-AWS-Lambda,Chapter04/lesson4.4/tensorflow/python/debug/examples/debug_mnist.py,128,"    126:   # Add this point, sess is a debug wrapper around the actual Session if
    127:   # FLAGS.debug is true. In that case, calling run() will launch the CLI.
>>> 128:   for i in range(FLAGS.max_steps):
    129:     acc = sess.run(accuracy, feed_dict=feed_dict(False))
    130:     print(""Accuracy at step %d: %s"" % (i, acc))",Training calls inside loop with no GPU memory cleanup (clear_session/del model/reset_default_graph/sess.close). Each iteration accumulates GPU memory → OOM.
